20250611,65,65,65,65,0,0
20250612,61,61,61,61,0,0
20250613,54,54,54,54,0,0
20250614,52,52,52,52,0,0
20250615,50,50,50,50,0,0
20250616,51,51,51,51,0,0
20250617,53,53,53,53,0,0
20250618,48,48,48,48,0,0
20250619,48,48,48,48,0,0
20250620,48,48,48,48,0,0
20250621,43,43,43,43,0,0
20250622,40,40,40,40,0,0
20250623,37,37,37,37,0,0
20250624,47,47,47,47,0,0
20250625,48,48,48,48,0,0
20250626,50,50,50,50,0,0
20250627,49,49,49,49,0,0
20250628,49,49,49,49,0,0
20250629,50,50,50,50,0,0
20250630,52,52,52,52,0,0
20250701,50,50,50,50,0,0
20250702,46,46,46,46,0,0
20250703,54,54,54,54,0,0
20250704,55,55,55,55,0,0
20250705,51,51,51,51,0,0
20250706,50,50,50,50,0,0
20250707,52,52,52,52,0,0
20250708,50,50,50,50,0,0
20250709,52,52,52,52,0,0
20250710,58,58,58,58,0,0
20250711,67,67,67,67,0,0
20250712,69,69,69,69,0,0
20250713,68,68,68,68,0,0
20250714,70,70,70,70,0,0
20250715,70,70,70,70,0,0
20250716,68,68,68,68,0,0
20250717,70,70,70,70,0,0
20250718,71,71,71,71,0,0
20250719,69,69,69,69,0,0
20250720,68,68,68,68,0,0
20250721,67,67,67,67,0,0
20250722,67,67,67,67,0,0
20250723,70,70,70,70,0,0
20250724,67,67,67,67,0,0
20250725,66,66,66,66,0,0
20250726,64,64,64,64,0,0
20250727,64,64,64,64,0,0
20250728,67,67,67,67,0,0
20250729,63,63,63,63,0,0
20250730,63,63,63,63,0,0
20250731,62,62,62,62,0,0
20250801,57,57,57,57,0,0
20250802,51,51,51,51,0,0
20250803,48,48,48,48,0,0
20250804,52,52,52,52,0,0
20250805,55,55,55,55,0,0
20250806,52,52,52,52,0,0
20250807,54,54,54,54,0,0
20250808,59,59,59,59,0,0
20250809,58,58,58,58,0,0
20250810,59,59,59,59,0,0
20250811,62,62,62,62,0,0
20250812,60,60,60,60,0,0
20250813,63,63,63,63,0,0
20250814,68,68,68,68,0,0
20250815,59,59,59,59,0,0
20250816,57,57,57,57,0,0
20250817,57,57,57,57,0,0
20250818,56,56,56,56,0,0
20250819,53,53,53,53,0,0
20250820,45,45,45,45,0,0
20250821,50,50,50,50,0,0
20250822,46,46,46,46,0,0
20250823,56,56,56,56,0,0
20250824,53,53,53,53,0,0
20250825,50,50,50,50,0,0
20250826,43,43,43,43,0,0
20250827,47,47,47,47,0,0
20250828,45,45,45,45,0,0
20250829,47,47,47,47,0,0
20250830,39,39,39,39,0,0
20250831,40,40,40,40,0,0
20250901,39,39,39,39,0,0
20250902,39,39,39,39,0,0
20250903,42,42,42,42,0,0
20250904,44,44,44,44,0,0
20250905,41,41,41,41,0,0
20250906,41,41,41,41,0,0
20250907,40,40,40,40,0,0
20250908,42,42,42,42,0,0
20250909,44,44,44,44,0,0
20250910,43,43,43,43,0,0
20250911,47,47,47,47,0,0
20250912,50,50,50,50,0,0
20250913,53,53,53,53,0,0
20250914,52,52,52,52,0,0
20250915,51,51,51,51,0,0
20250916,50,50,50,50,0,0
20250917,51,51,51,51,0,0
20250918,51,51,51,51,0,0
20250919,52,52,52,52,0,0
20250920,48,48,48,48,0,0
20250921,48,48,48,48,0,0
20250922,47,47,47,47,0,0
20250923,40,40,40,40,0,0
20250924,39,39,39,39,0,0
20250925,41,41,41,41,0,0
20250926,32,32,32,32,0,0
20250927,34,34,34,34,0,0
20250928,34,34,34,34,0,0
20250929,39,39,39,39,0,0
20250930,43,43,43,43,0,0
20251001,42,42,42,42,0,0
20251002,51,51,51,51,0,0
20251003,57,57,57,57,0,0
20251004,59,59,59,59,0,0
20251005,58,58,58,58,0,0
20251006,59,59,59,59,0,0
20251007,62,62,62,62,0,0
20251008,55,55,55,55,0,0
20251009,58,58,58,58,0,0
20251010,54,54,54,54,0,0
20251011,35,35,35,35,0,0
20251012,31,31,31,31,0,0
20251013,40,40,40,40,0,0
20251014,42,42,42,42,0,0
20251015,37,37,37,37,0,0
20251016,32,32,32,32,0,0
20251017,28,28,28,28,0,0
20251018,25,25,25,25,0,0
20251019,27,27,27,27,0,0
20251020,30,30,30,30,0,0
20251021,33,33,33,33,0,0
20251022,29,29,29,29,0,0
20251023,28,28,28,28,0,0
20251024,32,32,32,32,0,0
20251025,34,34,34,34,0,0
20251026,36,36,36,36,0,0
20251027,42,42,42,42,0,0
20251028,42,42,42,42,0,0
20251029,39,39,39,39,0,0
20251030,34,34,34,34,0,0
20251031,31,31,31,31,0,0
20251101,33,33,33,33,0,0
20251102,35,35,35,35,0,0
20251103,36,36,36,36,0,0
20251104,27,27,27,27,0,0
20251105,20,20,20,20,0,0
20251106,24,24,24,24,0,0
20251107,21,21,21,21,0,0
20251108,25,25,25,25,0,0
20251109,24,24,24,24,0,0
20251110,29,29,29,29,0,0
20251111,31,31,31,31,0,0
20251112,26,26,26,26,0,0
20251113,25,25,25,25,0,0
20251114,22,22,22,22,0,0
20251115,16,16,16,16,0,0
20251116,18,18,18,18,0,0
20251117,17,17,17,17,0,0
20251118,15,15,15,15,0,0
20251119,16,16,16,16,0,0
20251120,15,15,15,15,0,0
20251121,11,11,11,11,0,0
20251122,10,10,10,10,0,0
20251123,10,10,10,10,0,0
20251124,12,12,12,12,0,0
20251125,15,15,15,15,0,0
20251126,15,15,15,15,0,0
20251127,18,18,18,18,0,0
20251128,20,20,20,20,0,0
20251129,20,20,20,20,0,0
20251130,20,20,20,20,0,0
20251201,20,20,20,20,0,0
20251202,16,16,16,16,0,0
20251203,22,22,22,22,0,0
20251204,27,27,27,27,0,0
20251205,25,25,25,25,0,0
20251206,21,21,21,21,0,0
20251207,22,22,22,22,0,0
20251208,24,24,24,24,0,0
20251209,25,25,25,25,0,0
20251210,30,30,30,30,0,0
20251211,29,29,29,29,0,0
20251212,29,29,29,29,0,0
20251213,26,26,26,26,0,0
20251214,27,27,27,27,0,0
20251215,24,24,24,24,0,0
20251216,22,22,22,22,0,0
20251217,25,25,25,25,0,0
20251218,22,22,22,22,0,0
20251219,21,21,21,21,0,0
20251220,27,27,27,27,0,0
